Year,Country_Name,net_carbon_stock_change,surface_pct,country_global_emissions,CO2_aviation_sum,precipitation_m3,variation_temp_deg,terres_agricoles_perc,Aviation_perc,Global_Emissions_30perc,Global_Emissions_55perc
2003,Lithuania,-4.761166666666671,32.94511806,13.13425,0.0965,40104.0,0.9016666666666668,40.53924696873009,0.7347202923653806,9.193975,5.9104125
2004,Lithuania,-4.761166666666671,33.18442884,13.75174,0.10842000000000004,44760.99755875,0.9135833333333334,41.54913848117421,0.7884093212931603,9.626218,6.188283
2005,Lithuania,-4.761166666666671,33.42373963,14.7131,0.14287000000000002,44760.99755875,0.9655833333333332,45.261646458200396,0.9710394138556796,10.29917,6.620895000000001
2006,Lithuania,-4.761166666666671,33.66305041,15.03006,0.16043,39642.0,1.4160833333333336,44.52297383535422,1.0673942752058208,10.521042,6.763527000000001
2007,Lithuania,-4.761166666666671,33.9023612,16.40288,0.20197,51603.10156,1.9220833333333327,43.010529674537295,1.231308160518153,11.482016,7.381296
2008,Lithuania,-4.761166666666671,34.14439569,15.71786,0.2338200000000001,43398.0,2.19125,42.6342241723175,1.4876070915506316,11.002502,7.073037
2009,Lithuania,-4.761166666666671,34.38372557,13.5591,0.11254000000000004,46871.0,1.1455833333333336,42.903869166334296,0.8299960911859934,9.49137,6.1015950000000005
2010,Lithuania,-4.761166666666671,34.62305544,14.535479999999998,0.14700000000000002,55033.0,0.4100833333333335,44.2329477463103,1.0113185116693777,10.174835999999997,6.540965999999999
2011,Lithuania,-12.583688333333301,34.67785685,14.912189999999999,0.16882,44977.0,1.68,44.7697609854166,1.132093944618463,10.438532999999998,6.7104855
2012,Lithuania,-12.583688333333301,34.73210582,14.92004,0.192,51598.0,0.8243333333333333,45.348948527299996,1.2868598207511508,10.444028,6.714018
2013,Lithuania,-12.583688333333301,34.78579976,13.84459,0.21281,43152.0,1.4866666666666668,46.1332269644994,1.537134721938317,9.691213,6.2300655
2014,Lithuania,-12.583688333333301,34.85395052,13.3762,0.23606999999999997,41197.66016,1.9986666666666668,47.1252992817239,1.764851004022069,9.363339999999999,6.019290000000001
2015,Lithuania,-12.583688333333301,34.90822027,13.805270000000002,0.24661999999999998,38517.17969,2.4027500000000006,47.9792498004789,1.7864192442451323,9.663689000000002,6.212371500000001
