Country_Name,Country_Code,Year,value_TA_perc
Switzerland,CHE,2009,38.9082903127847
Switzerland,CHE,2010,38.8349023180484
Switzerland,CHE,2011,38.7589837028039
Switzerland,CHE,2012,38.6855957080676
Switzerland,CHE,2013,38.5889133515538
Switzerland,CHE,2014,38.5135818402672
Switzerland,CHE,2015,38.4384160048466
Switzerland,CHE,2016,38.3634970415803
Switzerland,CHE,2017,38.2882339141862
Switzerland,CHE,2018,38.2142538104157
United Kingdom,GBR,1990,75.2407721241681
United Kingdom,GBR,1991,74.9927665027074
United Kingdom,GBR,1992,74.6910263299301
United Kingdom,GBR,1993,72.4755094448807
United Kingdom,GBR,1994,71.9588310668375
United Kingdom,GBR,1995,71.8348282561071
United Kingdom,GBR,1996,72.3101723639069
United Kingdom,GBR,1997,72.6863142231224
United Kingdom,GBR,1998,72.4093746124912
United Kingdom,GBR,1999,71.1734799322118
United Kingdom,GBR,2000,70.1194560410036
United Kingdom,GBR,2001,70.0739883437358
United Kingdom,GBR,2002,70.1690571652957
United Kingdom,GBR,2003,70.0863886248088
United Kingdom,GBR,2004,70.4790641921217
United Kingdom,GBR,2005,70.0863886248088
United Kingdom,GBR,2006,73.7320712602819
United Kingdom,GBR,2007,72.9425866986318
United Kingdom,GBR,2008,73.0955234985326
United Kingdom,GBR,2009,71.6116231967925
United Kingdom,GBR,2010,71.1941470673335
United Kingdom,GBR,2011,70.9461414458728
United Kingdom,GBR,2012,71.020543132311
United Kingdom,GBR,2013,71.3024428553714
United Kingdom,GBR,2014,71.2272144835283
United Kingdom,GBR,2015,70.8386723432398
United Kingdom,GBR,2016,71.7148836440293
United Kingdom,GBR,2017,72.1950667548465
United Kingdom,GBR,2018,71.7185202331253
