Year,Country_Name,net_emission_removals_co2ton,surface_pct,EU28_CO2_emissions,CO2_aviation_sum,precipitation_m3,variation_temp_deg,terres_agricoles_perc,Aviation_perc
2011,Bulgaria,-13293.126,34.60022108,53.92081999999999,0.53369,85718.47265,0.4989166666666665,46.8680913780398,0.9897661051890532
2012,Bulgaria,-13293.126,34.7770818,49.0294,0.51342,74630.0,1.4838333333333331,47.190493736182795,1.047167617796669
2013,Bulgaria,-13293.126,34.95394252,43.4398,0.4961100000000001,70865.0,1.5420833333333337,46.0114222549742,1.1420632691679062
2014,Bulgaria,-13293.126,35.13080324,45.97917,0.52581,115305.8906,1.3900833333333338,45.845615327929295,1.1435830616342137
2015,Bulgaria,-13293.126,35.30766396,49.07503,0.54778,82073.0,1.5526666666666669,46.1670965364775,1.1162092004834232
2016,Bulgaria,-38226.474,35.38135593,46.38128,0.6549,85718.47265,1.634666666666667,46.25092114959471,1.4119920795631342
2017,Bulgaria,-38226.474,35.50110538,48.54489,0.73392,85718.47265,1.4127499999999995,46.3294030950626,1.5118378062037012
2018,Bulgaria,-38226.474,35.62085483,44.66093,0.78827,85718.47265,1.97625,46.3338246131172,1.7650102673634427
2019,Bulgaria,-38226.474,32.5116168024138,43.18455,0.74857,85718.47265,2.4650833333333333,49.968963715770336,1.7334208646379319
2020,Bulgaria,-38226.474,32.5116168024138,52.47718866666666,0.5971449999999999,85718.47265,2.2474166666666666,49.968963715770336,1.1379134728292037
1990,Denmark,-822.9158666666658,12.53691908,59.47706,1.9788,42580.0,1.8423333333333336,65.7702288275537,3.32699699682533
1991,Denmark,-822.9158666666658,12.63165841,69.67625,1.83133,33939.0,0.6699166666666665,65.3456003774475,2.628341795087996
1992,Denmark,-822.9158666666658,12.71440019,64.01825,1.88652,36542.0,1.4148333333333334,64.9540419514495,2.946847188106517
1993,Denmark,-822.9158666666658,12.8090502,67.6344,1.84888,39457.0,0.18541666666666665,64.5533820410087,2.7336385034834345
1994,Denmark,-822.9158666666658,12.90370021,72.34456999999998,2.0139400000000003,45807.0,1.1162500000000002,63.4221069997643,2.7838163942366387
1995,Denmark,-822.9158666666658,12.99835022,69.51108,2.06569,33939.0,0.7689166666666667,64.2469950506717,2.971742058963837
1996,Denmark,-822.9158666666658,13.09300024,82.59959,2.1759500000000003,26287.0,-0.6248333333333335,64.0113127504124,2.634335109895824
1997,Denmark,-822.9158666666658,13.18765025,72.77186,2.2224,32377.0,0.9221666666666668,63.3514023096865,3.0539277132671883
1998,Denmark,-822.9158666666658,13.28230026,68.66696999999999,2.35277,44766.0,0.76375,62.974310629271706,3.426348941856616
1999,Denmark,-822.9158666666658,13.37695027,65.86452,2.46412,47109.0,1.4361666666666668,62.3144001885458,3.7411948041221583
2000,Denmark,-822.9158666666658,13.47160028,61.49649,2.5038399999999994,32000.0,1.83975,62.3851048786236,4.071516927226252
2001,Denmark,-1168.94169333334,13.50669338,62.37461,2.54643,32000.0,0.7685833333333333,63.0685835493754,4.08247843152847
2002,Denmark,-1168.94169333334,13.54178647,61.05422,2.19928,36500.0,1.5418333333333332,62.809333019090296,3.6021752468543533
2003,Denmark,-1168.94169333334,13.57687957,66.36359,2.27869,26500.0,1.0728333333333333,62.644355408908794,3.4336448646012068
2004,Denmark,-1168.94169333334,13.61197266,60.5331,2.5754799999999998,34500.0,1.0460833333333333,62.361536648597706,4.2546639772289865
2005,Denmark,-1168.94169333334,13.64706576,57.11162,2.7088400000000004,27000.0,1.1665833333333333,63.7991986801791,4.743062795277039
2006,Denmark,-1168.94169333334,13.68215885,65.78506,2.7245,34500.0,1.7280833333333334,63.8699033702569,4.141517846149263
2007,Denmark,-1168.94169333334,13.71725194,61.18491,2.8081099999999997,37319.0,1.8804166666666664,62.7621965590384,4.589546670903005
2008,Denmark,-1168.94169333334,13.75234504,57.24078000000001,2.80935,33742.0,1.7764999999999995,62.88003770916799,4.9079519880756335
2009,Denmark,-1168.94169333334,13.78743813,53.12913,2.46937,31588.0,1.17225,62.0787178882866,4.647864551894601
2010,Denmark,-1168.94169333334,13.82253123,54.14376,2.57654,35422.6,-0.6070000000000001,61.890172048079215,4.758701649091234
2011,Denmark,-3105.36688,14.00254537,49.22278,2.63783,35422.6,1.435833333333333,63.398538769738394,5.358961846527157
2012,Denmark,-3105.36688,15.04415,44.24003,2.64214,35422.6,0.7656666666666668,65.6,5.972283472682998
2013,Denmark,-3105.36688,15.2351,46.46185,2.61362,35422.6,0.8483333333333333,65.7,5.6253033402673385
2014,Denmark,-3105.36688,15.42605,42.79339,2.81703,35422.6,2.5285,66.315775,6.582862446747032
2015,Denmark,-3105.36688,15.617,40.4358,2.75348,35422.6,1.8135,65.847475,6.809510384362372
2016,Denmark,-2544.30418,15.6165,42.10393,2.95678,35422.6,1.6751666666666667,65.64075,7.022574852276262
2017,Denmark,-2544.30418,15.64,39.44411,3.04293,35422.6,1.56925,65.782225,7.714535833106641
2018,Denmark,-2544.30418,15.664,39.7143,3.17856,35422.6,2.136416666666667,65.8,8.003565466343357
2019,Denmark,-2544.30418,13.85851889689655,36.48748,3.24752,35422.6,2.2408333333333337,63.98543740190187,8.90036801664571
2020,Denmark,-2544.30418,13.85851889689655,57.79618299999999,2.4976906666666667,35422.6,2.57125,63.98543740190187,4.321549515937181
1990,Estonia,-3827.41373666666,52.04057561,38.30007,0.11227,35996.0,1.5022413793103448,22.89935389682049,0.29313262351739827
1991,Estonia,-3827.41373666666,52.04057561,34.57314,0.11485999999999999,29416.925,1.5022413793103448,22.89935389682049,0.3322232229991259
1992,Estonia,-3827.41373666666,52.19386648,24.76526,0.03775,26950.0,1.6317500000000005,32.413305024770004,0.15243126864002235
1993,Estonia,-3827.41373666666,52.27169144,19.91501,0.05726000000000001,29400.0,0.3625833333333329,31.1394196744515,0.28752182399105003
1994,Estonia,-3827.41373666666,52.3495164,20.46696,0.0464,30260.0,0.4310833333333333,25.973106864826608,0.2267068485011941
1995,Estonia,-3827.41373666666,52.42734135,18.53307,0.053729999999999986,29868.0,1.3007499999999996,23.378155225289007,0.2899141912268177
1996,Estonia,-3827.41373666666,52.50516631,19.45894,0.04981,24793.0,-0.2308333333333336,23.7084217975938,0.25597488866300017
1997,Estonia,-3827.41373666666,52.58299127,19.01344,0.06872,29294.0,1.0157500000000004,24.1330502476999,0.36142854738542846
1998,Estonia,-3827.41373666666,52.66081623,17.28359,0.04886000000000002,33597.0,0.59025,24.604859636706802,0.28269589824799146
1999,Estonia,-3827.41373666666,52.73864119,16.31334,0.06814999999999999,28860.0,1.6409166666666668,23.6140599197924,0.4177562657309906
2000,Estonia,-3827.41373666666,52.81646615,15.86842,0.06598,29117.0,2.21625,23.2602028780373,0.4157943891074221
2001,Estonia,-3819.3816833333294,53.04560038,16.22246,0.05366,34665.0,1.178333333333333,20.995517810804397,0.3307759735576478
2002,Estonia,-3819.3816833333294,53.27473461,15.7606,0.05607,24227.0,1.3918333333333333,16.4708657702288,0.35576056749108537
2003,Estonia,-3819.3816833333294,53.50386884,17.636779999999995,0.06495999999999999,18933.90039,0.8976666666666667,19.549422033498498,0.3683212014891608
2004,Estonia,-3819.3816833333294,53.73300307,17.91479,0.09759,33438.5,1.1995833333333332,18.1740976645435,0.5447454310097969
2005,Estonia,-3819.3816833333294,53.9621373,17.65556,0.14131000000000002,28985.69922,1.3199166666666666,20.8044350082567,0.8003711012281685
2006,Estonia,-3819.3816833333294,54.19127153,17.28746,0.15115,23514.69922,1.7697500000000002,21.1960368011323,0.874333187177295
2007,Estonia,-3819.3816833333294,54.42040576,20.94055,0.18285,31431.40039,2.0581666666666663,21.5758433592828,0.8731862343634718
2008,Estonia,-3819.3816833333294,54.64953999,18.83227,0.20873000000000005,29416.925,2.478,21.3918376975702,1.1083634633530637
2009,Estonia,-3819.3816833333294,54.87867422,15.27026,0.11355,29416.925,1.2633333333333334,21.9815994338287,0.7436022700333851
2010,Estonia,-3819.3816833333294,55.10780845,19.75802,0.10408,29416.925,0.22783333333333325,22.382637414484506,0.5267734317507524
2011,Estonia,-8692.161793333342,55.50879925,19.78677,0.14127,30371.30078,2.0646666666666658,22.316584100023604,0.7139619048485427
2012,Estonia,-8692.161793333342,55.90979004,19.22534,0.18339000000000005,38917.0,0.7871666666666668,22.550129747582,0.9538973042869466
2013,Estonia,-8692.161793333342,54.91175523,21.12913,0.1471,25719.0,1.7873333333333334,22.1992178513918,0.6961952527150905
2014,Estonia,-8692.161793333342,55.30278353,19.98931,0.14722000000000002,29416.925,2.194083333333333,22.4062571888659,0.7364936558590568
2015,Estonia,-8692.161793333342,55.69381182,16.88111,0.15439000000000005,29416.925,2.646916666666667,22.843340234644604,0.9145725606906183
2016,Estonia,-574.061766666673,55.69933287,18.52542,0.14124,29416.925,1.6714999999999998,23.0733839429492,0.7624118643463954
2017,Estonia,-574.061766666673,56.09385783,19.94129,0.18289,29416.925,1.54675,23.050379572118697,0.9171422711369224
2018,Estonia,-574.061766666673,56.09385783,19.07935,0.21264,29416.925,2.171416666666667,23.096388313779602,1.1145033766873609
2019,Estonia,-574.061766666673,53.8830579513793,13.13506,0.21421,29416.925,2.4862500000000005,22.899353896820493,1.6308262010223025
2020,Estonia,-574.061766666673,53.8830579513793,19.648759,0.11406966666666668,29416.925,3.466,22.899353896820493,0.5805438738734935
1990,Finland,-38482.9986933334,71.81893693,59.97391,1.39287,201000.0,1.6871666666666665,7.85646278604025,2.322459882972446
1991,Finland,-38482.9986933334,72.00617551,58.07936,1.28804,245000.0,1.0944166666666668,7.96086542565416,2.2177241622497217
1992,Finland,-38482.9986933334,72.1934141,57.47679,1.14993,257000.0,1.3703333333333332,7.90078466134804,2.000685842059029
1993,Finland,-38482.9986933334,72.38065268,59.00343,1.0702200000000002,210000.0,0.5432499999999999,7.825929938605999,1.8138267554954008
1994,Finland,-38482.9986933334,72.56789126,64.02261999999999,1.08796,222000.0,0.48025,7.918513411471161,1.6993368906177224
1995,Finland,-38482.9986933334,72.75512985,60.22864000000001,1.1594099999999998,223000.0,1.0751666666666668,7.36728060671723,1.9250144117482972
1996,Finland,-38482.9986933334,72.94236843,66.33459,1.26567,195000.0,0.3798333333333334,7.2819199579762985,1.9080090794259825
1997,Finland,-38482.9986933334,73.12960701,65.1317,1.3365900000000002,202000.0,0.9684166666666668,7.05866903050002,2.0521343677502664
1998,Finland,-38482.9986933334,73.3168456,62.16481,1.4090599999999998,255000.0,0.08000000000000003,7.19655930923537,2.266652146125758
1999,Finland,-38482.9986933334,73.50408418,61.86579,1.4774,209600.0,1.1208333333333331,7.22742046685709,2.388072632710259
2000,Finland,-38482.9986933334,73.69132276,60.25609,1.44286,240000.0,2.327833333333333,7.2819199579762985,2.394546343780355
2001,Finland,-44456.2107366666,73.62446568,65.56633000000001,1.46211,217000.0,0.90775,7.2950523654749,2.2299707792093897
2002,Finland,-44456.2107366666,73.55760859,68.30363,1.4006100000000001,179000.0,1.0363333333333329,7.34101579172002,2.0505645161172255
2003,Finland,-44456.2107366666,73.4907515,75.92311,1.4402400000000002,207000.0,1.2553333333333334,7.373846810466532,1.8969718179352772
2004,Finland,-44456.2107366666,73.42389442,71.99043,1.61421,278000.0,1.3580833333333333,7.39682852358909,2.2422563665753903
2005,Finland,-44456.2107366666,73.35703733,60.03906,1.59267,228000.0,1.9895833333333333,7.46511704258183,2.652723077276693
2006,Finland,-44456.2107366666,73.40585972,71.69988000000002,1.71745,201683.0,1.7245,7.5656834697971105,2.395331763456228
2007,Finland,-44456.2107366666,73.34372061,69.96858,1.92107,185000.0,1.9230833333333333,7.54677891413726,2.7456181045835146
2008,Finland,-44456.2107366666,73.32256663,61.76504,2.05032,255938.0,2.0379166666666664,7.55643303718328,3.319547757113086
2009,Finland,-44456.2107366666,73.25555775,58.3574,1.8062900000000002,192638.0,1.2274166666666666,7.556762092793679,3.0952201434608124
2010,Finland,-44456.2107366666,73.18854886,66.48246,1.88107,215684.0,-0.0839166666666666,7.54162553471537,2.829422978632259
2011,Finland,-68681.9244466667,73.30086544,59.3003,2.2103900000000003,254903.0,2.317916666666666,7.52443318305966,3.727451631779266
2012,Finland,-68681.9244466667,73.41077364,53.52855,2.09952,273591.0,0.718,7.51949718648195,3.922243363588216
2013,Finland,-68681.9244466667,73.52068183,54.10686,2.1293800000000003,221166.0,2.131,7.4319655138372385,3.935508362525566
2014,Finland,-68681.9244466667,73.63059002,49.89119,2.1025099999999997,223716.79166666666,2.4675,7.460265227549441,4.214190922285075
2015,Finland,-68681.9244466667,73.73564542,47.06382,2.142,223716.79166666666,2.811083333333334,7.48050409660755,4.551266769250774
2016,Finland,0.0,73.73564542,50.13875,2.1494500000000003,223716.79166666666,2.030666666666667,7.48576881313547,4.287003565106829
2017,Finland,0.0,73.73321927,47.89895,2.2869200000000003,223716.79166666666,1.5098333333333331,7.4690708081074,4.774467916311319
2018,Finland,0.0,73.73321927,49.30356,2.59861,223716.79166666666,2.07,7.47565148723348,5.270633601305869
2019,Finland,0.0,73.20955447275861,46.21961,2.77984,223716.79166666666,1.7005833333333331,7.4952629465811444,6.014416824373896
2020,Finland,0.0,73.20955447275861,60.06950800000001,1.7154890000000003,223716.79166666666,3.353,7.4952629465811444,2.855839937959871
1990,France,-30397.84,26.36394517,414.73467,12.98023,458802.9063,1.3145833333333332,55.8705251969626,3.129767279885234
1991,France,-30397.84,26.51954285,439.25904,12.7365,412166.5938,0.2867499999999999,55.673471325831,2.899541919501531
1992,France,-30397.84,26.67514053,430.51411,14.11599,467894.5,0.7596666666666666,55.489749180920704,3.2788681420917882
1993,France,-30397.84,26.83073821,411.58552,14.42011,473114.9063,0.3941666666666667,55.3199066413912,3.5035513397069944
1994,France,-30397.84,26.98633589,404.76044,14.98409,602141.625,1.5530833333333334,55.1621174433767,3.7019650438170295
1995,France,-30397.84,27.14193358,410.2569,15.61265,526938.5,1.1000833333333333,55.0622208099115,3.8055788945901945
1996,France,-30397.84,27.29753126,427.85872,16.79009,496655.8125,0.11383333333333336,54.963785187538996,3.924213581529903
1997,France,-30397.84,27.45312894,421.95706,17.235100000000006,463500.6875,1.3840000000000001,54.860236026342,4.084562538188129
1998,France,-30397.84,27.60872662,442.53713,18.15445,484093.3125,0.8340833333333334,54.7513906999339,4.102356337873841
1999,France,-30397.84,27.7643243,441.77696,19.62503,583224.6875,1.1875,54.658433869159204,4.442293685935998
2000,France,-30397.84,27.91987099,437.22088,20.28756,572225.5,1.32975,54.4360781420356,4.640116912989151
2011,France,-66361.46,30.13823218,388.80029,21.52212,428158.1875,1.8875833333333327,52.7408105457514,5.535520562497523
2012,France,-66361.46,30.29054509,390.00561,21.13185,516008.3125,1.0901666666666665,52.679081812487105,5.418345136112273
2013,France,-66361.46,30.442858,390.62643,20.96932,578551.625,0.6734999999999999,52.549232317366,5.368126268363356
2014,France,-66361.46,30.59517091,358.0912,20.971450000000004,567709.1875,1.979666666666667,52.5360830014044,5.856455003641532
2015,France,-66361.46,30.74748382,362.5217,21.92199,429730.0938,1.8239166666666664,52.4637617636155,6.047083526310288
2016,France,-67236.84,30.89979673,365.85177,21.7576,500027.30530000007,1.4649166666666666,52.44754610022329,5.947108032304996
2017,France,-67236.84,31.05210964,369.69213,22.18072,500027.30530000007,1.7015,52.41006689714501,5.999781493860851
2018,France,-67236.84,31.20442255,356.27186,23.02406,500027.30530000007,2.1660833333333334,52.3417653321937,6.462497487171734
2019,France,-67236.84,28.775117322068965,350.42869,24.01633,500027.30530000007,1.9781666666666664,53.86216609599082,6.853414313765234
2020,France,-67236.84,28.775117322068965,411.26579399999997,19.397948666666665,500027.30530000007,2.381,53.86216609599082,4.716645281388674
1990,Germany,-61226.308,32.36616733,1070.80293,14.33316,273000.0,1.4262500000000002,51.6483831237648,1.3385432182185006
1991,Germany,-61226.308,32.38163435,1031.42714,14.057720000000002,228000.0,0.2905,49.082003838111895,1.3629387336074947
1992,Germany,-61226.308,32.39710137,983.22234,15.091359999999998,282000.0,1.2900833333333332,48.5521152579269,1.5348878260841792
1993,Germany,-61226.308,32.41349679,975.95172,15.94877,314000.0,0.4453333333333336,49.157882676443606,1.6341761250238895
1994,Germany,-61226.308,32.42989316,959.71402,16.575699999999998,316000.0,1.6628333333333334,49.57749706396271,1.7271499274335906
1995,Germany,-61226.308,32.44629046,959.46128,17.1806,309000.0,0.8782499999999996,49.67917502148379,1.790650686810415
1996,Germany,-61226.308,32.4626887,980.41891,17.98537,239000.0,-0.7241666666666667,49.6634105817984,1.8344576809519106
1997,Germany,-61226.308,32.48187939,953.56244,18.6773,252000.0,0.9135833333333334,49.6404526572124,1.9586866277996433
1998,Germany,-61226.308,32.50014326,945.48523,19.2054,323000.0,1.0479166666666668,49.776517105037,2.031274459993415
1999,Germany,-61226.308,32.51934208,919.47724,20.60725,294000.0,1.4551666666666667,49.1489483638031,2.24119196251122
2000,Germany,-61226.308,32.53761284,924.94444,21.85433,294000.0,1.8595000000000004,48.91245164063621,2.362772189862561
2001,Germany,-28199.2333333333,32.55803955,941.35247,21.296120000000002,327000.0,0.99675,48.822012037833204,2.2622897032394254
2002,Germany,-28199.2333333333,32.57753827,924.99555,21.11094,359000.0,1.5612499999999996,48.6355558103537,2.282274763375889
2003,Germany,-28199.2333333333,32.59797598,927.30191,21.43169,215000.0,1.3745000000000005,48.7400017201342,2.311187949564344
2004,Germany,-28199.2333333333,32.6174843,914.30548,21.93349,287000.0,0.9385,48.7799982796686,2.3989236070202704
2005,Germany,-28199.2333333333,32.6341897,896.5646800000002,25.23625,261000.0,0.9916666666666668,48.8330083725198,2.814771824381928
2006,Germany,-28199.2333333333,32.65370498,909.69816,26.5082,248000.0,1.5699166666666666,48.5948612066988,2.913955547629117
2007,Germany,-28199.2333333333,32.67416181,885.518,27.47187000000001,333000.0,1.8598333333333337,48.61330197608051,3.102350262784044
2008,Germany,-28199.2333333333,32.69368672,888.78133,27.76077,269000.0,1.5031666666666668,48.53569687060779,3.1234645759266795
2009,Germany,-28199.2333333333,32.71133932,822.6275400000002,26.94367,280000.0,1.2164166666666667,48.4380826711798,3.2753182564250154
2010,Germany,-28199.2333333333,32.73087185,865.34103,26.5402,300000.0,-0.13050000000000006,47.9100324181656,3.067022027142293
2011,Germany,-39069.521333333396,32.73754877,840.5555400000002,25.39798,257000.0,1.7435,47.9659169153087,3.021570710247177
2012,Germany,-39069.521333333396,32.74516555,846.4273099999998,27.18466,272000.0,1.1435,47.8108681930338,3.211694575403056
2013,Germany,-39069.521333333396,32.71898647,863.52673,27.481540000000006,276000.0,0.76975,47.8588626461821,3.182477049668168
2014,Germany,-39069.521333333396,32.72284322,823.68711,26.54205,257000.0,2.4310000000000005,47.9363714531384,3.2223461649169187
2015,Germany,-39069.521333333396,32.73232815,827.2913900000002,26.531820000000003,249000.0,1.9975833333333333,47.9590666743106,3.207070727522016
2016,Germany,-39106.2686666667,32.68548202,835.3306299999998,28.52683,281307.6923076923,1.64825,47.678612319670286,3.415034595343404
2017,Germany,-39106.2686666667,32.68454647,821.35284,31.17226,281307.6923076923,1.6619999999999997,47.7631164667831,3.7952337268353515
2018,Germany,-39106.2686666667,32.68361097,788.2575400000002,32.054970000000004,281307.6923076923,2.4925,47.6415364359723,4.066560530458103
2019,Germany,-39106.2686666667,32.58950875275862,744.5298,31.851329999999997,281307.6923076923,2.3435,48.73640482061456,4.278046358923444
2020,Germany,-39106.2686666667,32.58950875275862,902.397091,23.14978666666667,281307.6923076923,2.4586666666666663,48.73640482061456,2.565365834791534
1990,Hungary,-4186.2381,20.18359853,73.7305,0.5087,46779.0,0.9826666666666664,72.0373873372649,0.6899451380364978
1991,Hungary,-4186.2381,20.30295983,70.05394,0.4012,55480.0,-0.222,71.8816067653277,0.5727015496915663
1992,Hungary,-4186.2381,20.42232113,62.50461,0.42333,45570.0,1.0835833333333331,68.27639924335149,0.6772780439714766
1993,Hungary,-4186.2381,20.5439684,63.77435,0.38855,49941.0,0.30058333333333337,68.2172267972401,0.6092574836121419
1994,Hungary,-4186.2381,20.66334298,62.36724,0.58458,50030.0,1.6880000000000002,68.1281994213221,0.9373190155600921
1995,Hungary,-4186.2381,20.78271756,61.94992,0.5624600000000001,64263.0,0.5144166666666666,68.7625194747385,0.9079269190339553
1996,Hungary,-4186.2381,20.90209214,63.61809,0.59724,63500.0,-0.4384166666666667,68.8181615846873,0.9387895801335752
1997,Hungary,-4186.2381,21.03551225,62.18847,0.5687800000000001,49700.0,0.18958333333333333,68.9866369710468,0.9146068394993477
1998,Hungary,-4186.2381,21.15496659,61.76293,0.60319,68100.0,0.6633333333333334,68.96436525612471,0.9766214135242612
1999,Hungary,-4186.2381,21.27442094,62.30718,0.64745,75700.0,0.9217500000000002,68.8864142538976,1.0391258278740907
2000,Hungary,-4186.2381,21.43684445,59.08425,0.72328,40548.0,1.9628333333333328,65.32024101763001,1.2241502600100704
