Year,Country_Name,net_emission_removals_co2ton,surface_pct,EU28_CO2_emissions,CO2_aviation_sum,precipitation_m3,variation_temp_deg,terres_agricoles_perc,Aviation_perc
2001,Hungary,-3404.72638,21.57656773,60.64325,0.67914,57102.0,0.8634166666666666,65.4429814773488,1.1198938051638063
2002,Hungary,-3404.72638,21.71629101,59.64189,0.6411899999999999,52452.0,1.7288333333333332,65.264449899576,1.0750665346118307
2003,Hungary,-3404.72638,21.85601428,62.38074,0.62855,43340.0,0.8803333333333333,65.4429814773488,1.0076026671052636
2004,Hungary,-3404.72638,21.99573756,60.84508,0.7207399999999999,63798.0,0.6029166666666667,65.431823253738,1.1845493505801945
2005,Hungary,-3404.72638,22.13793103,61.10149000000001,0.8348500000000001,69378.0,0.1948333333333333,65.42796562883609,1.3663332923632465
2006,Hungary,-3404.72638,22.2776699,60.47472,0.84195,54220.0,0.9095,64.8253543131347,1.3922346395320226
2007,Hungary,-3404.72638,22.41740877,59.41836,0.8693200000000001,58400.0,1.910583333333333,64.8030353755161,1.4630494682115092
2008,Hungary,-3404.72638,22.55714764,58.099,0.8548400000000002,56451.0,1.757083333333333,64.61332440575829,1.4713506256562079
2009,Hungary,-3404.72638,22.46623219,52.19655,0.7294099999999999,58311.0,1.546166666666667,63.879377002098714,1.3974295235987817
2010,Hungary,-3404.72638,22.60455098,52.78929,0.72424,92535.0,0.6142500000000001,59.0191096873964,1.371944953228202
2011,Hungary,-4376.8296,22.63642991,50.91858,0.7311700000000001,39153.0,1.2323333333333333,58.952833314923204,1.4359591331887107
2012,Hungary,-4376.8296,22.66830885,47.28049,0.5267499999999999,45384.0,1.50375,58.96387937700211,1.1140958987523182
2013,Hungary,-4376.8296,22.70018778,44.10047,0.5143099999999999,62031.0,1.3811666666666669,58.0691483486137,1.166223398526138
2014,Hungary,-4376.8296,22.55023011,44.21678,0.5423600000000001,70680.0,2.3236666666666665,57.6813499890423,1.2265931621434216
2015,Hungary,-4376.8296,22.58185404,47.16653,0.55593,51429.0,2.135,57.6813499890423,1.1786535918584642
2016,Hungary,-4125.18142666666,22.55895244,47.65779000000001,0.5901299999999999,57087.5,1.6416666666666666,57.87858864781939,1.2382655595234269
2017,Hungary,-4125.18142666666,22.5429542,50.13261,0.68428,57087.5,1.5910833333333332,58.10870041639271,1.364939906380298
2018,Hungary,-4125.18142666666,22.5281613,50.2489,0.8453799999999999,57087.5,2.483,58.031996493535004,1.6823850870367312
2019,Hungary,-4125.18142666666,21.761219811034486,49.93026,0.8582599999999999,57087.5,2.6015833333333336,64.40680714550875,1.7189175461934305
2020,Hungary,-4125.18142666666,21.761219811034486,57.41947533333334,0.6460519999999998,57087.5,2.062,64.40680714550875,1.125144380455444
1990,Croatia,-1254.66913,33.08889286,23.62157,0.50322,51723.0,1.3163649425287358,28.1081187265526,2.1303410399901446
1991,Croatia,-1254.66913,33.08889286,17.080479999999998,0.10073,63146.333333333336,1.3163649425287358,28.1081187265526,0.5897375249407512
1992,Croatia,-1254.66913,33.21409408,16.443720000000006,0.07888999999999999,63146.333333333336,1.035583333333333,42.99767483455551,0.47975762175468784
1993,Croatia,-1254.66913,33.27669469,16.99028,0.20265,63146.333333333336,0.5618333333333333,40.6367376140225,1.1927407906167526
1994,Croatia,-1254.66913,33.3392953,16.45658,0.28319,63146.333333333336,1.6899999999999995,41.35217313539621,1.7208314242691984
1995,Croatia,-1254.66913,33.4018959,17.1647,0.26809,72072.0,0.41408333333333336,41.709890896083,1.5618682528678043
1996,Croatia,-1254.66913,33.42265095,17.68329,0.24516,63146.333333333336,-0.1435,34.565916398713796,1.3863935953094702
1997,Croatia,-1254.66913,33.48517328,18.86734,0.25836,63146.333333333336,0.5160000000000001,34.6730975348339,1.3693504224760882
1998,Croatia,-1254.66913,33.58969773,19.34829,0.2769,63146.333333333336,0.8294166666666666,36.6302986943302,1.43113422426478
1999,Croatia,-1254.66913,33.65229834,20.33449,0.26778,63146.333333333336,0.9520833333333334,36.3441244857807,1.3168759088622337
2000,Croatia,-1254.66913,33.71489894,19.91935,0.22660999999999998,53137.0,1.8385,20.908603112144498,1.1376375233127585
2001,Croatia,-1087.3632,33.77749955,21.074720000000006,0.2294,62517.0,1.105333333333333,21.069576104453606,1.0885079374720041
2002,Croatia,-1087.3632,33.84010016,22.15035,0.22,70169.0,1.6205833333333337,21.123233768556602,0.9932122968711555
2003,Croatia,-1087.3632,33.90270077,23.46601,0.21685,45655.0,1.2970833333333334,21.3915220890717,0.9241025636654888
2004,Croatia,-1087.3632,33.93495354,23.17597,0.24829,68673.0,0.7311666666666667,21.015010721944197,1.071325169992885
2005,Croatia,-1087.3632,33.99749821,23.6831,0.29544000000000004,67593.0,0.16825,21.6404574696212,1.2474718259011701
2006,Croatia,-1087.3632,34.06004289,23.87981,0.30485999999999996,57114.0,0.95175,21.979985704074306,1.276643323376526
2007,Croatia,-1087.3632,34.12258756,25.21939,0.31744,60255.0,1.7491666666666663,21.479628305932803,1.258714029165654
2008,Croatia,-1087.3632,34.18513224,23.98363,0.35829999999999995,63146.333333333336,1.6711666666666665,23.036097212294504,1.493935655278204
2009,Croatia,-1087.3632,34.24767691,22.10071,0.30801,63146.333333333336,1.5045833333333336,23.2237312365976,1.3936656333665298
2010,Croatia,-1087.3632,34.31022159,21.33429,0.32687,63146.333333333336,0.733,23.8348820586133,1.5321344183471772
2011,Croatia,-1510.9160000000004,34.31736955,21.03913,0.34572,66680.0,1.506833333333333,23.697283774124397,1.6432238405295279
2012,Croatia,-1510.9160000000004,34.32451751,19.43107,0.36144,62618.0,1.684583333333333,23.7848463187991,1.8601137250805027
2013,Croatia,-1510.9160000000004,34.33166548,18.81464,0.39793,61108.0,1.4666666666666666,28.0075053609721,2.1150019346636446
2014,Croatia,-1510.9160000000004,33.95652942,18.06598,0.39857,85551.0,2.0989166666666668,26.6566531189256,2.206190862604741
2015,Croatia,-1510.9160000000004,33.96359781,18.18228,0.38488,62330.0,2.00025,27.1638098603994,2.116786233629666
2016,Croatia,-4809.63274,34.00106379,18.47202,0.40686,63146.333333333336,1.7071666666666665,27.3193143664958,2.2025744883342484
2017,Croatia,-4809.63274,34.13338752,19.18723,0.48048,63146.333333333336,1.672,26.4534370030041,2.504165530928644
2018,Croatia,-4809.63274,34.17759321,18.32313,0.59139,63146.333333333336,2.334583333333333,26.223714437179694,3.2275599201664784
2019,Croatia,-4809.63274,33.822711125517245,18.46261,0.6379100000000001,63146.333333333336,2.3810833333333337,28.108118726552604,3.4551452909420717
2020,Croatia,-4809.63274,33.822711125517245,20.131872000000005,0.3180740000000001,63146.333333333336,2.096416666666667,28.108118726552604,1.579952425685997
1990,Ireland,-3578.094960000001,6.701117724,34.07307,1.1206699999999998,90589.79688,0.7898333333333332,82.00029031789809,3.2890197449187872
1991,Ireland,-3578.094960000001,6.946029903,34.8201,1.0830799999999998,81254.25781,0.30966666666666665,64.4796051676586,3.11050226736856
1992,Ireland,-3578.094960000001,7.190942082,34.45278,0.94793,86111.54688,0.2842499999999999,64.0586442154159,2.7513890025710555
1993,Ireland,-3578.094960000001,7.43585426,35.22758,1.3784999999999998,88750.75781,0.11574999999999995,63.9280011612716,3.9131271577553717
1994,Ireland,-3578.094960000001,7.680766439,36.14905,1.22697,97777.46094,0.3643333333333333,63.7247786326027,3.394197081251097
1995,Ireland,-3578.094960000001,7.925678617999999,37.37546,1.19921,85872.89063,0.953,63.7102627376978,3.208549138926986
1996,Ireland,-3578.094960000001,8.170590797000001,39.02695,1.10773,82966.9375,0.009666666666666657,63.0134997822616,2.8383719455401977
1997,Ireland,-3578.094960000001,8.415502976,40.56239,1.3317100000000002,86567.78906,1.1486666666666665,64.3199303237045,3.2831152207747136
1998,Ireland,-3578.094960000001,8.660415155,42.52669,1.3752000000000002,98107.35938,0.9229166666666666,64.1021919001306,3.233733920979978
1999,Ireland,-3578.094960000001,8.905327332999999,44.54498,1.62529,93474.6875,0.9478333333333334,64.1312236899405,3.6486490733635977
2000,Ireland,-3578.094960000001,9.150239512,47.54132,1.88401,94225.74219,0.5851666666666667,64.04412832051099,3.962889545347079
2001,Ireland,-3243.32418666667,9.280911598,50.30996,2.26209,70248.14844,0.4896666666666667,64.0150965307011,4.4963064967652535
2002,Ireland,-3243.32418666667,9.411583684,48.86797,2.40013,102101.2813,0.9141666666666668,63.478008419218995,4.911458364241445
2003,Ireland,-3243.32418666667,9.54225577,48.50012,2.34726,72374.96875,1.0083333333333335,63.4344607345043,4.83969936569229
2004,Ireland,-3243.32418666667,9.672927856,48.79731,2.2246200000000003,82791.46094,0.9603333333333332,62.490927565684395,4.558898840940208
2005,Ireland,-3243.32418666667,9.803599942,50.97313,2.5666,80278.60156,1.1078333333333334,62.447379880969706,5.035201879892407
2006,Ireland,-3243.32418666667,9.934272027999999,50.87498,2.95791,91144.29688,1.1983333333333337,61.837712294963,5.814075995705551
2007,Ireland,-3243.32418666667,10.06494411,51.05993,3.12352,82798.5,1.3538333333333332,62.069966613441714,6.117360521254142
2008,Ireland,-3243.32418666667,10.1956162,50.41263,2.90493,98949.70313,0.6913333333333335,67.1940775148788,5.7623059935575665
2009,Ireland,-3243.32418666667,10.32628829,44.71403,2.29515,105505.6016,0.6925833333333333,66.6848599216142,5.132952677269304
2010,Ireland,-3243.32418666667,10.45696037,44.53066,2.3555900000000003,74010.0,-0.2881666666666666,66.3086079256786,5.2898160503347595
2011,Ireland,-3344.11821333334,10.55651038,40.50006,2.0932699999999995,89439.0,1.0090833333333329,66.1199012919147,5.16856024410828
2012,Ireland,-3344.11821333334,10.65606039,40.37721,1.7529400000000002,92120.0,0.6900000000000001,65.8005516040064,4.341409423781386
2013,Ireland,-3344.11821333334,10.75561039,39.74824,2.02066,83886.0,0.69775,64.98766148933079,5.083646470887767
2014,Ireland,-3344.11821333334,10.8551604,39.54795,2.23836,97855.0,1.27975,64.8279866453767,5.659863532749485
2015,Ireland,-3344.11821333334,10.95471041,41.69637,2.5326700000000004,105541.0,0.6328333333333335,64.3054144287995,6.0740779113385654
2016,Ireland,-3889.1932933333296,11.06619248,43.2287,2.5982300000000005,89028.56881461538,0.9354166666666668,64.7554071708521,6.010428257153235
2017,Ireland,-3889.1932933333296,11.17752939,42.65069,3.05486,89028.56881461538,1.1936666666666669,65.1618522281899,7.162510149308253
2018,Ireland,-3889.1932933333296,11.23559297,42.97437,3.29645,89028.56881461538,0.9680833333333332,65.5537813906227,7.670734905479708
2019,Ireland,-3889.1932933333296,9.418247981275861,41.03243,3.3373,89028.56881461538,1.0919166666666666,64.93055896206346,8.133322837570185
2020,Ireland,-3889.1932933333296,9.418247981275861,42.903237,2.0880946666666667,89028.56881461538,1.02925,64.93055896206346,4.866986299114603
1990,Italy,-35316.1233333333,25.80582095,448.2883,5.7779000000000025,296000.0,0.92,57.257488694706105,1.2888803923724985
1991,Italy,-35316.1233333333,26.07085784,447.85543,6.590610000000002,249601.20053333332,0.005499999999999987,54.585019210499496,1.4715931880071214
1992,Italy,-35316.1233333333,26.33589473,447.88025,6.609249999999999,249601.20053333332,0.7450833333333334,54.3266124919248,1.4756734640565194
1993,Italy,-35316.1233333333,26.60093162,440.57236,6.7586900000000005,249601.20053333332,0.6009166666666668,54.095406480568506,1.5340703624712182
1994,Italy,-35316.1233333333,26.86596852,434.89182,6.964169999999998,249601.20053333332,1.5217500000000002,53.388188092890395,1.601356861575368
1995,Italy,-35316.1233333333,27.13100541,459.71197,7.387659999999999,249601.20053333332,0.4254166666666667,52.133555472442296,1.6070192820952647
1996,Italy,-35316.1233333333,27.3960423,453.03349,8.00098,249601.20053333332,0.19225,52.1879568868791,1.766090184635136
1997,Italy,-35316.1233333333,27.66107919,459.15421,8.27495,249601.20053333332,0.9835833333333334,52.1743565332699,1.8022158612027102
1998,Italy,-35316.1233333333,27.92611608,471.9804,8.99564,249601.20053333332,0.8055833333333334,52.6469688211894,1.9059350769650607
1999,Italy,-35316.1233333333,28.19115297,477.15329,9.9965,249601.20053333332,1.0300833333333337,53.7179966679134,2.0950290419248705
2000,Italy,-35316.1233333333,28.45618986,482.59372,10.67201,244648.5938,1.4117499999999998,53.167182346741,2.2113860080897862
2001,Italy,-35510.0911,28.68018428,483.1474,10.44163,190838.7031,1.2121666666666666,52.708170412430704,2.161168620590735
2002,Italy,-35510.0911,28.90417871,490.22359000000006,9.74422,283729.4063,1.211,51.929550168304395,1.9877093225970623
2003,Italy,-35510.0911,29.12520228,510.0441,10.94896,218186.2031,1.4744166666666667,50.679948323927405,2.1466692782055508
2004,Italy,-35510.0911,29.34917386,516.2498,10.8587,274198.6875,0.8432499999999999,50.5983545250561,2.1033809601475872
2005,Italy,-35510.0911,29.57314544,517.56039,11.32258,250316.0,0.38475,50.0985925069695,2.187682871171807
2006,Italy,-35510.0911,29.79711702,513.43497,12.13198,201418.0938,1.1000833333333333,48.28653022370301,2.362904887448551
2007,Italy,-35510.0911,30.0210886,508.03163,12.86675,194680.0,1.3942500000000002,48.147140817297895,2.5326671097230697
2008,Italy,-35510.0911,30.24506018,496.63485,12.39685,262289.8125,1.2054999999999998,49.15074454341471,2.496169972767719
2009,Italy,-35510.0911,30.46903175,440.19378,11.17304,272025.8125,1.2725833333333332,47.5365472224111,2.5382094222230944
2010,Italy,-35510.0911,30.69300333,451.86798,11.76761,306883.0938,0.65075,48.7108179778337,2.604214177778209
2011,Italy,-35461.2808,30.87593663,440.61529,12.03267,249601.20053333332,1.3946666666666667,47.0952607601822,2.7308789034533953
2012,Italy,-35461.2808,31.05886993,418.58808,11.49088,249601.20053333332,1.4148333333333334,46.6750526959951,2.745152226981715
2013,Italy,-35461.2808,31.24180322,383.59136,11.16735,249601.20053333332,1.11475,46.338478275651,2.9112621306173323
2014,Italy,-35461.2808,31.42473652,363.00971,11.320049999999998,249601.20053333332,1.67725,44.747399197661,3.118387659657919
2015,Italy,-35461.2808,31.60766982,376.39879,11.73349,249601.20053333332,1.7915833333333335,44.0096552661998,3.1173027947300254
2016,Italy,-13613.93,31.79060991,375.0434,12.456669999999999,249601.20053333332,1.6440000000000001,43.5574896307881,3.321394270636411
2017,Italy,-13613.93,31.97355001,371.12351,13.38694,249601.20053333332,1.5155,43.607023866186196,3.6071387662829553
2018,Italy,-13613.93,31.76875021,368.10522,14.285520000000002,249601.20053333332,1.985166666666667,41.66526718839221,3.88082516189257
2019,Italy,-13613.93,29.208281764482756,358.63293,14.78131,249601.20053333332,1.81825,49.835267424187194,4.121570765963962
2020,Italy,-13613.93,29.208281764482756,446.853734,10.411185333333332,249601.20053333332,1.8208333333333333,49.835267424187194,2.3298866141584784
1990,Latvia,-14977.229666666699,51.01614252,21.43854,0.22122,54578.0,1.4625086206896554,30.01935940589525,1.0318799694382172
1991,Latvia,-14977.229666666699,51.01614252,18.71003,0.29908,43468.0,1.4625086206896554,30.01935940589525,1.5985009110086945
1992,Latvia,-14977.229666666699,51.2348061,14.88872,0.08417000000000001,41401.0,1.5892499999999998,40.677857096919396,0.5653273081903616
1993,Latvia,-14977.229666666699,51.34413789,12.71912,0.08421999999999999,45664.0,0.3273333333333334,40.420605826741294,0.6621527275471887
1994,Latvia,-14977.229666666699,51.45346968,11.37569,0.0781,43662.0,0.6411666666666666,40.8386391407808,0.6865517608162669
1995,Latvia,-14977.229666666699,51.56280147,9.72532,0.07833000000000001,46117.0,1.1975,29.4552704353978,0.8054233691025079
1996,Latvia,-14977.229666666699,51.67213326,9.65372,0.10036,36565.0,-0.3471666666666668,30.130555019615397,1.0395992425717755
1997,Latvia,-14977.229666666699,51.78146505,9.0352,0.1006,48027.0,0.9091666666666668,28.4905781722297,1.1134230564901717
1998,Latvia,-14977.229666666699,51.89079684,8.47113,0.09149,49988.0,0.6735833333333335,28.1207794713486,1.0800212014217703
1999,Latvia,-14977.229666666699,52.00012863,7.86638,0.09172,41184.0,1.751666666666667,25.9984564923789,1.1659746922981091
2000,Latvia,-14977.229666666699,52.10946042,7.212510000000001,0.08259999999999999,42629.0,2.142333333333333,25.532188565181,1.1452323809603033
2001,Latvia,-16189.803373333301,52.32027783,8.22374,0.08283,50702.0,1.1983333333333337,25.419641134478105,1.007205967114719
2002,Latvia,-16189.803373333301,52.53109525,8.28565,0.08616,37841.0,1.6032500000000005,25.644735995883998,1.039870136923476
2003,Latvia,-16189.803373333301,52.74191266,8.46669,0.1237,41723.0,0.9373333333333332,25.435719338864196,1.4610195956152876
2004,Latvia,-16189.803373333301,52.95273008,8.54444,0.15091000000000002,44755.0,1.0323333333333329,26.4004116020323,1.7661777717439646
2005,Latvia,-16189.803373333301,53.1635475,8.84333,0.1819,42216.0,1.0845833333333337,27.879606405556608,2.056917473395203
2006,Latvia,-16189.803373333301,53.37436491,9.15785,0.20416,34558.0,1.5875833333333336,29.82506913627889,2.22934422380799
2007,Latvia,-16189.803373333301,53.58518233,9.47096,0.24661999999999998,48579.0,1.9437500000000003,29.567817866100697,2.603959894245145
2008,Latvia,-16189.803373333301,53.79599974,9.17153,0.29698,47873.0,2.312583333333333,29.3427230046948,3.2380638781097595
2009,Latvia,-16189.803373333301,54.02071406,8.66245,0.31087,47927.0,1.2291666666666667,29.4789321325185,3.58870758272775
2010,Latvia,-16189.803373333301,54.17930591,9.73363,0.35678000000000004,54298.0,0.3643333333333334,29.0006426735219,3.6654362247178085
2011,Latvia,-5628.83317333333,54.2762701,8.86628,0.35808,42132.0,1.8616666666666664,29.196141479099694,4.038672363155687
2012,Latvia,-5628.83317333333,54.35587005,8.663739999999999,0.36425,48495.0,0.8032499999999999,29.607590865229998,4.204304376631802
2013,Latvia,-5628.83317333333,54.40926194,8.50815,0.37693000000000004,40641.0,1.6103333333333332,30.181701238141198,4.43022278638717
2014,Latvia,-5628.83317333333,54.51522369,8.269860000000001,0.33674000000000004,44792.625,2.0614166666666667,30.1255230125523,4.071894808376442
2015,Latvia,-5628.83317333333,54.58619025,8.41798,0.32884,44792.625,2.4555000000000007,30.331562852084303,3.906400347826913
2016,Latvia,-5710.59148,54.65727624,8.60384,0.3743,44792.625,1.70775,31.084996780425,4.350383084762153
2017,Latvia,-5710.59148,54.72838512,8.48845,0.43083999999999995,44792.625,1.52975,31.1222025438738,5.0756027307694564
2018,Latvia,-5710.59148,54.80834273,8.45818,0.47064,44792.625,2.1375,31.212755677242694,5.5643176191568395
2019,Latvia,-5710.59148,52.968394302413806,9.06233,0.48285,44792.625,2.7289999999999988,30.01935940589525,5.328099947805918
2020,Latvia,-5710.59148,52.968394302413806,9.899848,0.229209,44792.625,3.3385,30.01935940589525,2.3152779719446195
1990,Lithuania,-4264.88333333333,31.03063178,36.46882,0.40707,52877.0,1.439215517241379,47.952294713178006,1.116213795785002
1991,Lithuania,-4264.88333333333,31.03063178,38.82845,0.48798,39381.0,1.439215517241379,47.952294713178006,1.256758897148869
1992,Lithuania,-4264.88333333333,31.26994257,22.32071,0.20162,40033.0,1.5249166666666667,54.068283343969405,0.9032866786047576
1993,Lithuania,-4264.88333333333,31.38959796,16.97194,0.11464,46422.0,0.325083333333333,53.17485641352899,0.6754678604802987
1994,Lithuania,-4264.88333333333,31.50925335,16.39782,0.12063,46553.0,0.8620000000000001,49.8723675813657,0.7356465676535052
1995,Lithuania,-4264.88333333333,31.62890874,15.65726,0.12367000000000004,46162.0,1.0884166666666666,54.403318442884505,0.7898572291703659
1996,Lithuania,-4264.88333333333,31.74856414,16.28643,0.10178,34230.0,-0.4801666666666666,54.4192724952138,0.6249374479244377
1997,Lithuania,-4264.88333333333,31.86821953,15.47822,0.09564,44206.0,0.7712500000000002,54.5149968091895,0.6179005079395434
1998,Lithuania,-4264.88333333333,31.98787492,16.269000000000002,0.0861,55600.0,0.73025,54.642629227823896,0.529227364927162
1999,Lithuania,-4264.88333333333,32.10753031,13.78671,0.07981,41700.0,1.7409999999999999,55.7753669432036,0.5788908303721484
2000,Lithuania,-4264.88333333333,32.22718571,12.23923,0.07614,39968.0,2.1614166666666663,54.5309508615188,0.6220979587768185
2001,Lithuania,-4761.1666666666715,32.46649649,13.0355,0.10455,50302.0,1.213,46.202935545628605,0.8020405814890108
2002,Lithuania,-4761.1666666666715,32.70580728,13.13153,0.09188,40737.0,1.765583333333333,46.0274409700064,0.6996899828123608
2003,Lithuania,-4761.1666666666715,32.94511806,13.13425,0.0965,40104.0,0.9016666666666668,40.53924696873009,0.7347202923653806
2004,Lithuania,-4761.1666666666715,33.18442884,13.75174,0.10842000000000004,44760.99755875,0.9135833333333334,41.54913848117421,0.7884093212931603
2005,Lithuania,-4761.1666666666715,33.42373963,14.7131,0.14287000000000002,44760.99755875,0.9655833333333332,45.261646458200396,0.9710394138556797
2006,Lithuania,-4761.1666666666715,33.66305041,15.03006,0.16043,39642.0,1.4160833333333336,44.522973835354215,1.0673942752058208
2007,Lithuania,-4761.1666666666715,33.9023612,16.40288,0.20197,51603.10156,1.9220833333333327,43.010529674537295,1.231308160518153
2008,Lithuania,-4761.1666666666715,34.14439569,15.71786,0.2338200000000001,43398.0,2.19125,42.6342241723175,1.4876070915506316
2009,Lithuania,-4761.1666666666715,34.38372557,13.5591,0.11254000000000003,46871.0,1.1455833333333336,42.903869166334296,0.8299960911859934
2010,Lithuania,-4761.1666666666715,34.62305544,14.535479999999998,0.14700000000000002,55033.0,0.4100833333333335,44.2329477463103,1.0113185116693775
2011,Lithuania,-12583.6883333333,34.67785685,14.91219,0.16882,44977.0,1.68,44.7697609854166,1.132093944618463
2012,Lithuania,-12583.6883333333,34.73210582,14.92004,0.192,51598.0,0.8243333333333333,45.348948527299996,1.2868598207511508
2013,Lithuania,-12583.6883333333,34.78579976,13.84459,0.21281,43152.0,1.4866666666666668,46.1332269644994,1.5371347219383167
2014,Lithuania,-12583.6883333333,34.85395052,13.3762,0.23607,41197.66016,1.9986666666666668,47.1252992817239,1.764851004022069
2015,Lithuania,-12583.6883333333,34.90822027,13.805270000000002,0.24662,38517.17969,2.4027500000000006,47.9792498004789,1.7864192442451323
2016,Lithuania,-6030.2102666666615,34.96056959,14.15036,0.28831,44760.99755875,1.7492500000000002,47.1552632419144,2.037474664955521
2017,Lithuania,-6030.2102666666615,35.05691161,14.4437,0.31913,44760.99755875,1.6056666666666668,46.8590859022046,2.2094754114250508
2018,Lithuania,-6030.2102666666615,35.0950024,14.71037,0.37998,44760.99755875,2.251416666666666,47.0541274149768,2.5830757486045557
2019,Lithuania,-6030.2102666666615,33.18313573172414,14.90916,0.37195,44760.99755875,2.9218333333333333,47.95229471317802,2.494775024213302
2020,Lithuania,-6030.2102666666615,33.18313573172414,16.426265666666662,0.19035833333333335,44760.99755875,3.248,47.95229471317802,1.1588655461698876
1990,Malta,-0.0001228107649853,1.09375,3.50034,0.19816,190.5200043,0.9716666666666668,40.625,5.661164344035151
1991,Malta,-0.0001228107649853,1.09375,3.4039300000000003,0.18724,175.0599976,0.023500000000000004,40.625,5.500700660706888
1992,Malta,-0.0001228107649853,1.09375,3.76476,0.24566,155.0599976,0.4971666666666667,40.625,6.525249949531975
1993,Malta,-0.0001228107649853,1.09375,4.60808,0.2518,149.47000119999996,0.5779166666666667,40.625,5.464314855644868
1994,Malta,-0.0001228107649853,1.09375,4.48268,0.31022,209.3800049,1.3957500000000005,40.625,6.920413681101484
1995,Malta,-0.0001228107649853,1.09375,4.31829,0.33174000000000003,219.94000240000003,0.5044166666666667,34.375,7.682207540484775
1996,Malta,-0.0001228107649853,1.09375,4.4767,0.32865999999999995,197.0299988,0.5532499999999999,34.375,7.3415685661313015
1997,Malta,-0.0001228107649853,1.09375,4.66179,0.34511,282.6600037,0.9636666666666668,31.25,7.402950368849734
1998,Malta,-0.0001228107649853,1.09375,4.7294,0.33161,108.5500031,0.7063333333333331,28.125,7.011671670825052
1999,Malta,-0.0001228107649853,1.09375,4.9945900000000005,0.34024,227.1100006,1.383916666666667,28.125,6.81217076877181
2000,Malta,-0.0001228107649853,1.09375,5.01157,0.32735000000000003,142.7400055,1.1551666666666671,28.125,6.531885217606459
2001,Malta,-0.0004494624702047,1.09375,5.22504,0.27644,106.8700027,1.43825,31.25,5.290677200557316
2002,Malta,-0.0004494624702047,1.09375,5.68469,0.25595999999999997,143.5,1.0860833333333333,31.25,4.502620195648311
2003,Malta,-0.0004494624702047,1.09375,6.10335,0.25696,284.5799866000001,1.3095,32.5,4.210146886545914
2004,Malta,-0.0004494624702047,1.09375,6.2312400000000014,0.26276,145.8200073,0.7575,31.25,4.216817198503025
2005,Malta,-0.0004494624702047,1.09375,4.98968,0.26658999999999994,159.78999330000005,0.47025,29.0625,5.34282759615847
2006,Malta,-0.0004494624702047,1.09375,5.29509,0.26955,170.63000490000005,1.0549166666666667,28.75,5.090565032888959
2007,Malta,-0.0004494624702047,1.09375,5.67274,0.28296,196.0599976,1.182,29.0625,4.988065731903806
2008,Malta,-0.0004494624702047,1.09375,5.90423,0.29027,158.1999969,1.1985833333333331,29.0625,4.916305767221128
2009,Malta,-0.0004494624702047,1.09375,6.33654,0.2710400000000001,214.9900055,0.996,29.0625,4.277413225514241
2010,Malta,-0.0004494624702047,1.09375,7.4382899999999985,0.30465,162.13000490000005,0.9716666666666668,32.28125,4.09569941478485
2011,Malta,-0.0003049122811882,1.09375,7.027239999999999,0.31264000000000003,186.7700043,0.8314166666666667,32.28125,4.448972854207343
2012,Malta,-0.0003049122811882,1.09375,6.810230000000002,0.29804,164.08000180000005,1.2608333333333337,32.1875,4.376357333012247
2013,Malta,-0.0003049122811882,1.09375,6.5095800000000015,0.31335,151.53999330000005,1.2165833333333331,31.96875,4.813674614952116
2014,Malta,-0.0003049122811882,1.09375,6.7870300000000015,0.33223,159.36999509999995,1.4861666666666669,31.96875,4.895071923949061
2015,Malta,-0.0003049122811882,1.09375,7.18953,0.35044000000000003,175.1399994,1.3883333333333334,31.96875,4.874310281756944
2016,Malta,-0.0045348322608213,1.1875,7.23844,0.37561,178.3457697423077,1.6797500000000003,32.4375,5.189101519111853
2017,Malta,-0.0045348322608213,1.3125,8.911439999999997,0.4280100000000001,178.3457697423077,1.0254166666666664,32.4375,4.802927473001
2018,Malta,-0.0045348322608213,1.4375,9.17084,0.47234,178.3457697423077,1.4866666666666666,32.4375,5.150455138242516
2019,Malta,-0.0045348322608213,1.1163793103448276,9.46112,0.5155299999999999,178.3457697423077,1.0160833333333334,32.71443965517241,5.44893205032808
2020,Malta,-0.0045348322608213,1.1163793103448276,5.8646156666666664,0.31110533333333323,178.3457697423077,1.2096666666666671,32.71443965517241,5.3047863835578415
1990,Netherlands,-598.011333333333,10.22896919,202.27587,4.6891300000000005,24940.0,1.4645,59.419431279620895,2.3181855552024078
1991,Netherlands,-598.011333333333,10.27094194,211.76487000000003,4.98369,24344.0,0.26341666666666663,58.975118483412295,2.353407342775976
1992,Netherlands,-598.011333333333,10.31291469,212.28534,5.802569999999999,32538.0,1.2165,58.8270142180095,2.7333823428410082
1993,Netherlands,-598.011333333333,10.35488744,211.52613,6.339519999999999,31586.0,0.3478333333333333,58.8862559241706,2.9970387110093677
1994,Netherlands,-598.011333333333,10.39686019,213.33348,6.6745899999999985,31376.500390799996,1.4176666666666666,58.382701421801,3.12871191151056
1995,Netherlands,-598.011333333333,10.43883294,215.19312,7.68094,29810.0,1.0763333333333336,58.175355450237,3.569324149396598
1996,Netherlands,-598.011333333333,10.48080569,226.26571,8.244720000000001,23830.0,-0.7215833333333332,58.6789099526066,3.6438221239974893
1997,Netherlands,-598.011333333333,10.52277844,222.62192,8.88879,26520.0,0.9612499999999998,58.2345971563981,3.9927739370858
1998,Netherlands,-598.011333333333,10.56475118,224.10618,9.37995,39410.0,1.0188333333333337,58.441943127962105,4.185493679826232
1999,Netherlands,-598.011333333333,10.60672393,220.47339,9.94307,32240.0,1.6219999999999999,58.264218009478704,4.5098730508928995
