Annee,Code_country,Country_Name,Valeur
1990,AUT,Austria,1.08325
1990,BGR,Bulgaria,0.8794166666666667
1990,DEU,Germany,1.4262500000000002
1990,DNK,Denmark,1.8423333333333336
1990,ESP,Spain,1.14275
1990,FIN,Finland,1.6871666666666665
1990,FRA,France,1.3145833333333332
1990,GBR,United Kingdom,1.006333333333333
1990,GRC,Greece,0.4495833333333334
1990,HUN,Hungary,0.9826666666666665
1990,IRL,Ireland,0.7898333333333332
1990,ITA,Italy,0.92
1990,MLT,Malta,0.9716666666666667
1990,NLD,Netherlands,1.4645000000000001
1990,POL,Poland,1.6098333333333334
1990,PRT,Portugal,1.1034166666666667
1990,ROU,Romania,1.1039999999999999
1990,SWE,Sweden,2.0174999999999996
1991,AUT,Austria,0.10533333333333335
1991,BGR,Bulgaria,-0.49983333333333335
1991,DEU,Germany,0.2905
1991,DNK,Denmark,0.6699166666666665
1991,ESP,Spain,0.37775
1991,FIN,Finland,1.0944166666666668
1991,FRA,France,0.2867499999999999
1991,GBR,United Kingdom,0.24875000000000003
1991,GRC,Greece,-0.5075
1991,HUN,Hungary,-0.222
1991,IRL,Ireland,0.30966666666666665
1991,ITA,Italy,0.005499999999999987
1991,MLT,Malta,0.023500000000000004
1991,NLD,Netherlands,0.26341666666666663
1991,POL,Poland,0.3615833333333333
1991,PRT,Portugal,0.5676666666666667
1991,ROU,Romania,-0.26308333333333334
1991,SWE,Sweden,1.0529166666666665
1992,AUT,Austria,1.3894166666666667
1992,BGR,Bulgaria,0.32025
1992,DEU,Germany,1.2900833333333332
1992,DNK,Denmark,1.4148333333333334
1992,ESP,Spain,0.37875
1992,EST,Estonia,1.6317500000000003
1992,FIN,Finland,1.3703333333333332
1992,FRA,France,0.7596666666666666
1992,GBR,United Kingdom,0.40025000000000005
1992,GRC,Greece,-0.34458333333333324
1992,HRV,Croatia,1.035583333333333
1992,HUN,Hungary,1.0835833333333331
1992,IRL,Ireland,0.2842499999999999
1992,ITA,Italy,0.7450833333333334
1992,LTU,Lithuania,1.5249166666666667
1992,LVA,Latvia,1.5892499999999998
1992,MLT,Malta,0.4971666666666667
1992,NLD,Netherlands,1.2165000000000001
1992,POL,Poland,1.1921666666666666
1992,PRT,Portugal,0.46166666666666667
1992,ROU,Romania,0.4915833333333333
1992,SVN,Slovenia,1.3405833333333332
1992,SWE,Sweden,1.4095000000000002
1993,AUT,Austria,0.6740833333333335
1993,BGR,Bulgaria,0.01266666666666664
1993,CZE,Czech Republic,0.504
1993,DEU,Germany,0.4453333333333336
1993,DNK,Denmark,0.18541666666666665
1993,ESP,Spain,-0.003916666666666679
1993,EST,Estonia,0.362583333333333
1993,FIN,Finland,0.5432499999999999
1993,FRA,France,0.3941666666666667
1993,GBR,United Kingdom,0.022749999999999937
1993,GRC,Greece,-0.02900000000000001
1993,HRV,Croatia,0.5618333333333333
1993,HUN,Hungary,0.30058333333333337
1993,IRL,Ireland,0.11574999999999996
1993,ITA,Italy,0.6009166666666668
1993,LTU,Lithuania,0.325083333333333
1993,LVA,Latvia,0.3273333333333334
1993,MLT,Malta,0.5779166666666667
1993,NLD,Netherlands,0.34783333333333327
1993,POL,Poland,0.25499999999999995
1993,PRT,Portugal,-0.19408333333333336
1993,ROU,Romania,-0.10825
1993,SVK,Slovak Republic,0.28791666666666665
1993,SVN,Slovenia,0.7080833333333333
1993,SWE,Sweden,0.5377500000000002
1994,AUT,Austria,1.9935000000000003
1994,BGR,Bulgaria,1.4672500000000002
1994,CZE,Czech Republic,1.80075
1994,DEU,Germany,1.6628333333333334
1994,DNK,Denmark,1.1162500000000002
1994,ESP,Spain,1.1188333333333331
1994,EST,Estonia,0.4310833333333333
1994,FIN,Finland,0.48025
1994,FRA,France,1.5530833333333334
1994,GBR,United Kingdom,0.5189166666666667
1994,GRC,Greece,0.9241666666666667
1994,HRV,Croatia,1.6899999999999997
1994,HUN,Hungary,1.688
1994,IRL,Ireland,0.36433333333333334
1994,ITA,Italy,1.5217500000000002
1994,LTU,Lithuania,0.8620000000000001
1994,LVA,Latvia,0.6411666666666666
1994,MLT,Malta,1.3957500000000003
1994,NLD,Netherlands,1.4176666666666666
1994,POL,Poland,1.3200833333333333
1994,PRT,Portugal,0.7436666666666666
1994,ROU,Romania,1.5764166666666668
1994,SVK,Slovak Republic,1.609
1994,SVN,Slovenia,1.9364166666666665
1994,SWE,Sweden,0.52225
1995,AUT,Austria,0.7529999999999998
1995,BGR,Bulgaria,0.2510833333333334
1995,CZE,Czech Republic,0.7422499999999999
1995,DEU,Germany,0.8782499999999996
1995,DNK,Denmark,0.7689166666666667
1995,ESP,Spain,1.52925
1995,EST,Estonia,1.3007499999999996
1995,FIN,Finland,1.0751666666666668
1995,FRA,France,1.1000833333333333
1995,GBR,United Kingdom,0.8181666666666668
1995,GRC,Greece,0.14233333333333337
1995,HRV,Croatia,0.41408333333333336
1995,HUN,Hungary,0.5144166666666666
1995,IRL,Ireland,0.953
1995,ITA,Italy,0.4254166666666667
1995,LTU,Lithuania,1.0884166666666666
1995,LVA,Latvia,1.1975
1995,MLT,Malta,0.5044166666666667
1995,NLD,Netherlands,1.0763333333333336
1995,POL,Poland,0.6716666666666663
1995,PRT,Portugal,1.7377500000000001
1995,ROU,Romania,0.2906666666666668
1995,SVK,Slovak Republic,0.4984999999999999
1995,SVN,Slovenia,0.7001666666666666
1995,SWE,Sweden,0.7085833333333337
1996,AUT,Austria,-0.30524999999999997
1996,BGR,Bulgaria,-0.26541666666666663
1996,CZE,Czech Republic,-0.7254999999999999
1996,DEU,Germany,-0.7241666666666667
1996,DNK,Denmark,-0.6248333333333335
1996,ESP,Spain,0.6636666666666667
1996,EST,Estonia,-0.23083333333333353
1996,FIN,Finland,0.3798333333333334
1996,FRA,France,0.11383333333333336
1996,GBR,United Kingdom,-0.08074999999999997
1996,GRC,Greece,-0.1055
1996,HRV,Croatia,-0.1435
1996,HUN,Hungary,-0.43841666666666673
1996,IRL,Ireland,0.009666666666666657
1996,ITA,Italy,0.19225
1996,LTU,Lithuania,-0.4801666666666666
1996,LVA,Latvia,-0.3471666666666668
1996,MLT,Malta,0.5532499999999999
1996,NLD,Netherlands,-0.7215833333333332
1996,POL,Poland,-0.8055833333333332
1996,PRT,Portugal,0.6690833333333334
1996,ROU,Romania,-0.35758333333333336
1996,SVK,Slovak Republic,-0.5432500000000001
1996,SVN,Slovenia,-0.1985833333333333
1996,SWE,Sweden,-0.015083333333333318
1997,AUT,Austria,0.8534166666666669
1997,BGR,Bulgaria,-0.34416666666666673
1997,CZE,Czech Republic,0.5805833333333333
1997,DEU,Germany,0.9135833333333334
1997,DNK,Denmark,0.9221666666666667
1997,ESP,Spain,1.5716666666666665
1997,EST,Estonia,1.0157500000000004
1997,FIN,Finland,0.9684166666666667
1997,FRA,France,1.3840000000000001
1997,GBR,United Kingdom,1.107
1997,GRC,Greece,-0.2550833333333334
1997,HRV,Croatia,0.5160000000000001
1997,HUN,Hungary,0.18958333333333333
1997,IRL,Ireland,1.1486666666666665
